,title,genre,year,country,rate,description
183,В поисках снежного барса,"Документальный, Приключения",2021,Франция,8.5,"Авантюрный путешественник Сильвен Тессон, совершивший кругосветку на велосипеде, отправляется в удивительное путешествие по Тибетскому нагорью вместе с фотографом Винсентом Мюнье. Они мечтают увидеть легендарного снежного барса, «бархатную королеву» Тибета. В ожидании ирбиса путешественники размышляют о жизни, любуются дикой природой и обсуждают философские вопросы."
184,Аманат,"Драма, История, Биография, Военный",2022,Россия,8.0,"Еще ребенком Джамалутдин, сын имама Шамиля, попал в Российскую империю в качестве аманата. Мальчик вырос и дослужился до чина поручика. В России он нашел и свою любовь — дворянку Лизу Оленину. Сам царь Николай I благословил молодых и обещал присутствовать на свадьбе. Но внезапно имам Шамиль начинает боевые действия против России, чтобы вернуть сына. Джамалутдин принимает решение вернуться на родину, чтобы остановить кровопролитие. Какое будущее теперь ждет молодого горца и юную Лизу?"
185,Зеленая книга,"Драма, Комедия, Биография",2018,США,9.0,"История о дружбе, которая превыше любых предрассудков. Сюжет основан на биографии Дона Ширли — знаменитого на весь мир пианиста. Нью-Йорк, 1962 год. Вышибала ночного клуба итало-американского происхождения по кличке Тони Болтун ищет новую работу и попадает на интервью к Дону Ширли, которому нужен водитель для концертного тура по южным штатам Америки. Вместе они отправляются в путь, и эта поездка навсегда изменит жизни обоих… Кинокартина отмечена тремя премиями Оскар, в том числе за лучший фильм."
186,Первый Оскар,"Драма, История, Военный",2022,Россия,8.6,"Немецкие войска подступают к Москве осенью 1941 года. Студенты-операторы Лев Альперин и Иван Майский отказываются от эвакуации. Они отбывают на фронт в составе съемочной группы, отправляющейся в самое пекло предстоящей битвы. Работая на пределе возможностей, кинематографисты создают удивительную ленту, которая потрясет голливудскую публику."
187,Мальдивы подождут,Комедия,2023,Россия,7.5,"В отношениях молодой и успешной пары намечается скандал. Денис заявляет Еве, что уходит от нее к другой женщине и скоро собирается слетать с любовницей на Мальдивы. Поездка на райский курорт внезапно отменяется, когда Ева в порыве гнева бьет неверного парня по голове, а затем связывает и берет в заложники. За жарким семейным конфликтом тем временем скрытно наблюдает пробравшийся в дом вор. Удастся ли Еве силой вернуть любовь Дениса и какую роль в скандале сыграет ошеломленный грабитель?"
188,1941. Крылья над Берлином,"Драма, Боевик, История, Военный",2022,Россия,8.8,"Август 1941-го года. Советская авиация готовит рискованную операцию по бомбардировке Берлина – столицы гитлеровской Германии. Чтобы выполнить сложное и опасное задание, группе опытных летчиков и недавних курсантов под командованием полковника Преображенского предстоит совершить немыслимый подвиг."
189,Однажды в пустыне,"Драма, Боевик, Военный",2022,Россия,8.9,"Сирия, 2016 год. Опытный российский сапер Шаберов служит в Сирии и готовится достичь пика своей карьеры: ему скоро предстоит разминировать Пальмиру, захваченную боевиками. После завершения операции он рассчитывает отправиться домой вместе со своей возлюбленной, которую он недавно спас. Но чем ближе он подступает к древнему городу, тем жарче разгорается конфликт с капитаном группы, да и действия врага становятся жестче с каждым днем. Любовь и опасность переплетаются воедино, пока Шаберов готовится вступить в смертоносную схватку с противником."
190,Артек. Большое путешествие,"Комедия, Семейный",2022,Россия,7.9,"В детском лагере «Артек» Ромка, Ярик, Николетта и Елисей загадывают заветные желания у волшебного дерева. Неожиданно они переносятся назад в 1988 год, где встречают собственных родителей. Чтобы вернуться в будущее, ребятам предстоит подружиться со своими юными папами и мамами, а также помочь наладить им контакт друг с другом."
191,Бессмертные (2022),Драма,2022,Россия,7.9,"Четыре друга прошли войну в Афганистане и вернулись в Москву, где пытались адаптироваться к мирной жизни. Бывшим солдатам было непросто в 90-е, когда их подвигам и наградам никто не верил, из-за чего они старались не вспоминать лишний раз о своем прошлом. Спустя 20 лет они встречаются на похоронах боевого товарища, который умер от сердечного приступа. Их дружба и любовь к Родине проходят суровое испытание временем, заставляя задуматься о том, как сильно изменились ценности за последние десятилетия."
192,Папы,"Драма, Комедия",2022,Россия,8.8,"Эти новеллы рассказывают о том, насколько непростыми, запутанными и разными могут быть наши отношения с папами. Несмотря на возраст и жизненные невзгоды, мы все равно всегда остаемся для них детьми – неотъемлемой частью их судьбы."
193,Булки,Комедия,2022,Россия,8.3,"Таня живет в Подмосковье и мечтает о собственном кафе. Она талантливый повар и печет изумительные булочки, а пока работает на местном комбинате. Жених уверяет Таню, что после свадьбы ее жизнь изменится, но он оказывается мошенником и изменщиком. Несмотря ни на что, девушка планирует воплотить мечту в жизнь. Вместо медового месяца на Бали она отправляется на Шри-Ланку в зимнем пальто и с жутким похмельем."
194,Монах и бес,"Комедия, Фантастика",2016,Россия,8.7,"Начало XIX века. В мужской монастырь врывается странник в горящей одежде — Иван Шапошников. Его принимают, обеспечивают кровом и работой, но за нахальный нрав ему поручают много невыполнимых задач. Иван легко справляется с любыми делами, и люди начинают поговаривать, будто он способен творить чудеса. Однако настоятель сильно сомневается, что способности Ивана от Бога."
195,Доктор,Драма,2023,Россия,8.7,"Последняя роль Сергея Пускепалиса. Иван Христофоров работает психиатром в психоневрологическом отделении для подростков. Его пациенты — дети с самыми разными проблемами: от депрессии до гиперопеки. Христофоров, в отличие от других врачей, считает, что важнее спасти душу, а не накачивать несчастных таблетками. В погоне за чужим исцелением врач готов пожертвовать всем."
196,Беглец,"Боевик, Триллер",2023,США,7.6,"Секретный агент ЦРУ Том Харрис выполняет миссию по уничтожению ядерной программы Афганистана. Когда истинная личность оперативника раскрывается, ему приходится срочно бежать из страны. Самые смертоносные наемники со всего света открывают охоту на Харриса, пока он отчаянно пытается добраться до точки эвакуации в Кандагаре."
197,Легенда №17,"Драма, Спорт, Биография",2013,Россия,8.9,"Подающий надежды спортсмен знакомится с легендарным тренером Анатолием Тарасовым, который устраивает Харламову серию проверок на выносливость. Талантливый хоккеист блестяще их проходит и становится ведущим нападающим ЦСКА, но вскоре попадает в аварию. Валерий получает серьезную травму, и его участие в Суперсерии 1972 года «СССР — Канада» ставят под сомнение. Но в последний момент игрока включают в состав сборной и дают шанс продемонстрировать свои способности."
198,Ботан и супербаба,"Комедия, Фантастика",2022,Россия,8.6,"Застенчивому ученому из «Сколково» Ивану предстоит пойти на встречу выпускников, но проблема в том, что даже спустя пятнадцать лет ничего не изменилось — для своих одноклассников он так и остался ботаном. Чтобы впечатлить всех на встрече, он решает украсть девушку-андроида и превратить ее в супербабу с лицом первой красавицы школы. Вот только андроид оказывается спецразработкой, предназначенной для ведения боевых действий."
199,Пазманский дьявол,"Драма, Спорт, Биография",2016,США,8.8,"На пике своей карьеры чемпион мира попал в аварию, которая разделила всю его жизнь на до и после. Врачи диагностировали пострадавшему перелом шеи и сказали, что о спорте придется забыть навсегда. Не сумев отделаться от собственных притязаний на титулы, Винни тайком начинает посещать тренажерный зал. К чему приведет его рьяное упорство?"
200,Яйцо Фаберже,Комедия,2022,Россия,7.8,"Друзья детства Беляев и Кичин встречаются на дне жизни. Беляев когда-то мечтал стать актером, но зарабатывает на жизнь, продавая бабулям сковородки, а Кичин давно пошел по наклонной и промышляет мелким хулиганством. Их объединяет общее дело и желание заработать легкие деньги — надо всего-то украсть яйцо Фаберже из местного краеведческого музея. Может быть, все прошло бы удачно, но один из друзей влюбился в жену другого."
201,Кунг-фу жеребец,"Комедия, Боевик",2023,Китай,8.5,"Мастер боевых искусств Лао Ло отправляется на заслуженный отдых, посвящая все свободное время тренировкам с любимым скакуном. Однажды к мужчине заявляются коллекторы, которые хотят отобрать лошадь за долги. Завязывается драка, и Ло на скакуне эффектно дает отпор негодяям. Конфликт снимает местная молодежь и публикует видео в интернет. Ролик быстро становится вирусным, вот только с армией фанатов у Лао появляются и влиятельные враги."
202,Чук и Гек. Большое приключение,"Приключения, Семейный",2022,Россия,7.6,"Два веселых брата Чук и Гек со своей заботливой мамой отправляются в Сибирь к отцу-геологу, чтобы вместе отметить приближающийся Новый год. Волнующее путешествие к загадочным Синим горам оборачивается для озорных ребят увлекательным приключением. Мальчишки узнают, что в канун Нового года могут случиться самые удивительные чудеса!"
203,Движение вверх,"Драма, Спорт, Биография",2017,Россия,8.9,"Тренер сборной СССР по баскетболу Владимир Гаранжин славится своим лихим нравом. Он не только дерзит начальству госкомспорта, но и публично заявляет, что его игроки разобьют непобедимую команду США на Олимпиаде. За 36 лет никому не удавалось обыграть американцев, и заявление Гаранжина вызывает большой резонанс. Сможет ли он оправдать народные ожидания и привести сборную к победе?"
204,Звёзды мне укажут путь,"Мелодрама, Семейный",2022,Россия,7.6,"Александрина живет с мамой в маленьком провинциальном городке. Ее отец Гена давно ушел из семьи, чтобы посвятить себя музыке, но карьерные успехи прошли мимо него, как и семейное счастье. Гена скитается по прибрежным городам на своем фудтраке, торгует кофе и поет на улицах. Когда неприятности накрывают с головой, он узнает о предстоящем прослушивании дочери и вызывается отвезти ее в столичную академию."
205,Нефутбол,"Комедия, Спорт",2021,Россия,8.8,"С самого детства Дане Белых говорили, что футбол не для женщин. Несмотря на стереотипы, она становится капитаном футбольной команды. Но ее клубу грозит закрытие из-за финансовых проблем, игроки уходят, а тренер постоянно болеет. Только победа в решающих играх может спасти клуб, и Даня собирает в команду своих подруг детства. Вместе девушки хотят доказать, что женский футбол ничем не уступает мужскому."
206,На край света,Комедия,2019,Россия,8.2,"Инфантильный парень Миша никак не может решиться сделать своей девушке предложение. Она, обидевшись, уезжает во Владивосток. Миша едет за ней, чтобы уговорить вернуться и начать все заново. Но в поездке понимает, что гонится не за любимой, а за привычным состоянием комфорта, и встречает во Владивостоке новую любовь."
207,Обратимая реальность,"Фантастика, Триллер",2022,Россия,8.3,"Тимофей Трибунцев в научно-фантастическом триллере о цифровых технологиях в неправильных руках. Компания «Новая жизнь» предлагает заскучавшим мужчинам и женщинам разбавить серые будни яркими приключениями в виртуальной реальности. Развлечение выходит из-под контроля, когда игроки внезапно начинают сталкиваться с ожившими страхами. Сперва подозрения в хакерской атаке падают на антивиртов, выступающих против цифрового прогресса. Разобраться в происходящем берется сотрудник специальной полиции, который постепенно теряет тонкую грань между виртуальным и реальным миром, а вскоре сам становится главным подозреваемым."
208,Дикая,"Комедия, Приключения",2022,Россия,8.4,"Алена начинает карьеру модели в надежде покорить Москву. На вечеринке эффектная блондинка привлекает внимание бизнесмена Егора, который предлагает ей улететь в Ниццу прямо с банкета. Вместо этого изрядно выпившая пара прибывает в Якутию, где по стечению обстоятельств Алена остается в тайге одна. Вокруг хищники, а связи и еды — нет. Вооружившись пилочкой и губной помадой, девушка намеревается вернуться домой."
209,Солнце на вкус,"Приключения, Комедия, Фэнтези, Семейный",2023,Россия,8.0,Мальчик Тимур приезжает на каникулы к своему дедушке в солнечный Узбекистан. Среди покрытого пылью хлама он обнаруживает таинственный медальон с интригующими символами. Внезапная находка ведет Тимура к старинным сокровищам Бухарского эмира. Вместе со своим дедушкой мальчик отправляется навстречу захватывающим и полным испытаний приключениям.
210,Сноуден,"Триллер, Драма, Биография",2016,США,8.8,"Американский программист Эдвард работает на ЦРУ и верит, что служит на благо Родины. Однажды он случайно находит засекреченные материалы, которые подрывают его доверие к правительству США. Сноуден решает обнародовать файлы и отправляется на поиски политического убежища. Ради неудобной правды ему приходится отказаться от любимой девушки, блестящей карьеры и размеренной жизни."
211,Ночной дозор,"Фэнтези, Триллер, Боевик, Ужасы",2004,Россия,8.5,"Москва, 1992 год. Ночной дозор следит за соблюдением договора между силами добра и зла. Каждый человеческий проступок смещает чашу равновесия, и Антон Городецкий вносит в это свою лепту. Парень обращается к гадалке в надежде вернуть жену и поневоле становится одним из блюстителей хрупкого баланса. Антону суждено встретить последствия своих ошибок и принять положенное ему наказание."
212,Драйв,"Драма, Триллер, Боевик, Криминал",2011,США,8.1,"В центре сюжета – таинственный мужчина, совмещающий работу автомехаником, каскадером и водителем для грабителей. Однажды он встречает соседку, которая в одиночку заботится о своем ребенке, пока ее муж находится за решеткой. Виртуозный водитель сближается с женщиной и даже соглашается помочь ее супругу, когда тот выходит на свободу. Однако очередная криминальная операция идет не по плану, и он попадает в серьезные неприятности. Рискуя собственной жизнью, водитель отчаянно пытается спасти соседку от опасных преступников."
213,Любовь по вызову,"Драма, Комедия",2022,Великобритания,7.9,"Чувственная британская трагикомедия, получившая номинацию на «Золотой глобус». Долгое время интимная жизнь скромной 60-летней Нэнси была скучна и однообразна. Но спустя два года после смерти мужа она решается наконец получить удовольствие от секса. Нэнси снимает гостиничный номер, куда приглашает молодого парня по вызову Лео Гранде. Однако она никак не может расслабиться и чувствует себя неловко. Тогда Лео предлагает узнать друг друга получше. Постепенно между ними возникает особая связь, меняющая жизни обоих."
214,Правда пацана,Драма,2003,США,7.1,"Меланхоличная драма из нулевых с талантливыми актерами. Лиланд — скромный школьник, живущий с матерью в маленьком городке. Неожиданно для всех он совершает жестокое убийство приятеля с аутизмом. Никто не может понять мотив преступления, но парень отправляется в тюрьму на пожизненное заключение. Воспитатель из колонии для несовершеннолетних давно ищет сенсационную историю для своей книги. Он позволяет Лиланду вести дневник, чтобы выяснить правду о произошедшем."
215,После тебя,Драма,2016,Россия,8.7,"Артист балета Темников в равной мере известен своим безупречным талантом и отвратительным характером. Травма позвоночника, случившаяся с ним 20 лет назад, закрыла Темникову дорогу на сцену и заставила вернуться в родной провинциальный город. Ни танцевальная студия, ни беременная подруга, ни дочь-подросток не могут наполнить его жизнь счастьем, как это делал балет. Врачи прогнозируют Темникову полный паралич, и он решает выйти на сцену в последний раз."
216,Сквозь снег,"Фантастика, Драма, Триллер, Боевик",2013,Южная Корея,7.9,"Техногенная катастрофа уничтожает экологию Земли. За 17 лет вся планета покрывается снегом и льдом, а жизнь сохраняется лишь в гигантском поезде, мчащемся без остановок по трансевразийской магистрали. Первые вагоны состава занимает правящая элита, в последние – нищие работяги. Жизнь там напоминает концлагерь, пока униженные и оскорбленные не поднимают кровавый бунт."
217,Ван Гоги,Драма,2019,Россия,8.5,"Популярный дирижер Виктор не ладит со своим сыном Марком — талантливым, но неизвестным художником. Виктор всю жизнь издевается над сыном и считает его неудачником, Марк в ответ держит дистанцию. Но после того как Виктору выносят смертельный диагноз, сын и отец начинают тяжелый путь к сближению."
218,Убийца 2: Против всех,"Боевик, Драма, Триллер, Криминал",2018,США,8.5,"После очередного теракта власти США обращаются к агенту ЦРУ Мэтту Грейверу. Ему полностью развязывают руки и разрешают применять самые жесткие меры, чтобы не дать террористам проникнуть в страну через границу с Мексикой. Попасть в США нелегалам и убийцам помогают наркокартели, поэтому Мэтт вынужден вновь привлечь наемника Алехандро Гиллике. Вместе им предстоит похитить дочь наркобарона, имеющего связи в мексиканском правительстве…"
219,Главная роль,"Комедия, Драма",2021,Испания,7.3,"Заносчивый миллиардер мечтает вписать свое имя в историю, спродюсировав гениальное кино. Методика беспроигрышная: сценарий по книге Нобелевского лауреата, экстравагантная современная постановщица, а в главных ролях — стареющий секс-символ и умудренный актер-интеллектуал. Но вместо сотворения фестивального хита, эта гремучая смесь лишь вскрывает неприглядную изнанку шоу-бизнеса."
220,Вредная привычка,Комедия,2023,Россия,7.0,"Вася и его батя вместе жили в деревне, пока с ними не произошел несчастный случай. Из-за пожара родственники остались без дома. Беда и отсутствие денег вынудили их отправиться в город, чтобы найти выход из тупиковой ситуации. Вася предложил бате неожиданное спасение – купить абонемент в круглосуточный фитнес-клуб. Они начали проводить в нем дни и ночи, поэтому администрация решила избавиться от навязчивых клиентов."
221,На выдохе,Драма,2022,Россия,7.0,"Саша выросла в детдоме. Сейчас девушка живет самостоятельно и мечтает стать врачом, но пока у нее нет возможности оплатить институт. Поэтому героиня отдает силы боям без правил. Однажды ей удается приблизиться к цели: Сашу нанимают сиделкой к парню на инвалидном кресле. Это знакомство меняет их обоих и заставляет всерьез задуматься о будущем."
222,"Париж, я люблю тебя","Мелодрама, Комедия",2006,Франция,7.5,"Муж планирует расстаться с женой, но узнает ее страшный диагноз. Женщина пытается пережить смерть ребенка, а молодой парень в последние минуты жизни приглашает возлюбленную на свидание. За 18 эпизодов длительностью всего пять минут режиссеры успевают рассказать истории любви людей из разных округов Парижа и создать многоликий портрет города."
223,Как взломать экзамен,"Триллер, Драма, Криминал",2024,США,8.7,"Одаренная ученица решает разбогатеть, помогая мажорам-одноклассникам сдать финальный экзамен. События фильма разворачиваются в престижной школе в Лос-Анджелесе, где учатся дети богатых и влиятельных людей. Почти все проблемы этих парней и девушек решены их состоятельными родителями, но им все равно необходимо сдать грядущий экзамен. Для этого им потребуется помощь того, кому повезло меньше их. Одаренная ученица Линн из обычной семьи мигрантов готова помочь одноклассникам со сдачей экзамена. Она надеется воспользоваться ситуацией и обрести свое место под солнцем, бросая вызов законам элитной школы."
224,Тик-так,"Комедия, Драма",2025,Россия,7.4,"Планирующие развестись артисты должны найти выход из гримерки с тикающей бомбой и разобраться в своих отношениях. Актеры Артем и Алена Савельевы собираются расстаться в канун Нового года после 15 лет совместной жизни. Перед этим им предстоит в последний раз вместе выйти на сцену в образах Деда Мороза и Снегурочки в праздничном спектакле. Внезапно пара оказывается запертой в гримерке, где в одном из подарков находится тикающая бомба. Артем и Алена должны найти выход из опасной ситуации и параллельно с этим разобраться в непростых отношениях."
225,Худший человек на свете,"Драма, Комедия",2021,Швеция,7.7,"Юная студентка-феминистка Юлия начинает взрослую жизнь, твердо решив стать врачом. Она постоянно рефлексирует над своими поступками, ставит под сомнение свои и чужие ценности, пытаясь докопаться до сути. Ее беспокойная натура переживает постоянный внутренний конфликт: после нескольких месяцев учебы девушка приходит к мысли, что она хочет заниматься психологией, а после — увлекается писательством, издательским делом и фотографией. Мятежный дух Юлии толкает ее на смену профессий и возлюбленных, чтобы осознать свое истинное «я»."
226,Бендер: Начало,"Комедия, Приключения",2021,Россия,8.5,"Россия, 1919 год. Юный идеалист Ося знакомится с турецким аферистом Ибрагимом Бендером, который подбивает его на хитроумную авантюру: мошенник предлагает похитить царскую реликвию. За драгоценным жезлом уже ведут охоту безжалостные бандиты и белые офицеры, но сообщники не унывают. Осе предстоит многому научиться у Ибрагима: его лести и обаянию, деликатному обману, навыкам соблазнения и грубой силе. Но тут его угораздило влюбиться в самую чистую и невинную девушку города, а потом еще и в роковую иностранную красотку... Так складывается портрет легендарного комбинатора и любимца женщин Остапа Бендера-Задунайского."
227,Глубоководный горизонт,"Боевик, Драма, Триллер, Катастрофа",2016,США,8.8,"Инженер Майк Уильямс работает на нефтяной платформе «Глубоководный горизонт». Он прощается с родными и отправляется на очередную вахту в Мексиканский залив. Сотни других специалистов также прибывают на станцию, где скоро произойдет одна из страшнейших техногенных катастроф в истории. Одна роковая ошибка унесет жизни многих людей и сильно ударит по мировой экологии."
228,Честный развод,Комедия,2021,Россия,8.6,"Ради своей семьи Гена готов пойти на любые жертвы: много лет назад он отказался от бурной молодости и своей заветной мечты — стать звездой КВН. Все меняется, когда жена предлагает ему развестись. Тогда Гена решает пуститься во все тяжкие и едет на фестиваль КВН в Сочи. Компанию ему составляет прекрасная Милана — девушка легкого поведения. Она во всем поддерживает героя и верит в его талант, но на самом деле она мечтает развести Гену на крупную сумму денег."
229,Невозможное,"Драма, Триллер, Мелодрама, Катастрофа",2012,США,8.8,"Фильм основан на истории реальной семьи, а за исполнение роли Марии Уоттс номинировали на «Оскар» и «Золотой глобус». Генри и Мария отправляются на отдых в Таиланд с тремя сыновьями. Они располагаются у бассейна возле пляжа за несколько минут до землетрясения в Индийском океане. За считанные секунды ударная волна уносит жизни более 200 тысяч человек. Марии удается вынырнуть, но весь город находится под толщей воды, и нет никакой надежды, что ее близкие живы."
230,Море волнуется раз,Драма,2021,Россия,6.9,"Подростки Коля и Саша прячутся от всех в домике посреди леса. Влюбленные ищут уединения друг с другом и природой, а остальной мир их мало интересует. Идиллию солнечного лета разрушают постоянные кошмары Саши: ей снится, будто бы ее постоянно накрывает огромной волной. Однажды ребята находят в чаще леса другую хижину, где живут мужчина и женщина, которые очень похожи на них самих. Загадочное знакомство поможет героям разобраться в себе и своих чувствах."
231,Апокалипсис,"Боевик, Драма, Триллер, Приключения",2006,США,8.9,"Эпическая история пленника, пытающегося спасти себя и свою семью во время нападения соседнего племени. 1517 год, полуостров Юкатан. Соседи совершают яростную атаку на мирное племя индейца по имени Лапа Ягуара. Воины хватают людей, чтобы сделать из них рабов и использовать для жертвоприношений богам. Лапа Ягуара успевает спрятать свою любимую семью, но сам оказывается в плену у противника. Чувствуя приближение смерти, он должен собрать последние силы в кулак и оказать сопротивление безжалостному врагу, чтобы спасти тех, кто ему дорог."
232,Гипнотик,"Триллер, Фантастика, Детектив, Боевик",2023,США,7.3,"Детектив Дэнни Рурк отчаянно пытается разыскать исчезнувшую дочь. Вместе с тем он берется раскрыть серию таинственных преступлений. В течение расследования Рурк погружается в странную реальность, которая заставит его усомниться в собственном мировоззрении. Вместе с талантливым экстрасенсом Дианой Крус он выходит на след неординарного человека, способного влиять на сознание окружающих людей и заставлять их действовать по его команде. Детектив обнаруживает связь между исчезновением дочери и этими преступлениями и решает любой ценой раскрыть опасное дело."
233,Моя ужасная сестра,"Комедия, Семейный",2021,Россия,8.6,"Юля и Максим решают пожениться, хотя у каждого за спиной по неудачному браку. Они любят друг друга и верят, что их дети смогут найти общий язык. Но Лена и Маруся приходят к согласию лишь в том, что нужно любыми способами сорвать помолвку. Девчонки разрабатывают дерзкий план по возвращению себе прежней жизни!"
234,Спенсер,"Драма, Мелодрама, Биография",2021,Германия,7.6,"Канун Рождества, 1990 год. В поместье Сандригем съезжается вся королевская семья, кроме Дианы, которая заблудилась по дороге и сильно опаздывает. Ее брак с Чарльзом трещит по швам: все судачат о его изменах и предрекают паре скорый развод, но правила этикета вынуждают их изображать счастье и идиллию. Захочет ли Диана продолжить игру или вырвется на свободу?"
